Time,Station,Temperature,Moisture,Light,Total_Rainfall,Rainfall,Wind_Direction,PM2.5,PM10,CO,NOx,SO2
01/08/2023 00:30:00,SVDT1,26.9,97.1,0,3176.4,0,97,2.2,6.3,2,0,0
01/08/2023 00:31:00,SVDT1,26.9,97.1,0,3176.4,0,193,1.9,3.8,2,0,0
01/08/2023 00:32:00,SVDT1,26.9,97.1,0,3176.4,0,140,1.7,2.1,2,0,0
01/08/2023 00:33:00,SVDT1,26.9,97.1,0,3176.4,0,124,1.5,1.9,2,0,0
01/08/2023 00:34:00,SVDT1,26.9,97.1,0,3176.4,0,119,1.2,2.1,2,0,0
01/08/2023 00:35:00,SVDT1,26.9,97.0,0,3176.4,0,85,1.6,2.7,2,0,0
01/08/2023 00:36:00,SVDT1,26.9,97.1,0,3176.4,0,103,1.7,3.4,2,0,0
01/08/2023 00:37:00,SVDT1,26.9,97.0,0,3176.4,0,112,2.2,5.4,2,0,0
01/08/2023 00:38:00,SVDT1,26.8,97.0,0,3176.4,0,98,1.6,2.9,2,0,0
01/08/2023 00:39:00,SVDT1,26.8,97.1,0,3176.4,0,101,1.8,3.3,2,0,0
01/08/2023 00:40:00,SVDT1,26.9,97.1,0,3176.4,0,141,1.4,3.9,2,0,0
01/08/2023 00:41:00,SVDT1,26.9,97.1,0,3176.4,0,99,1.4,2,2,0,0
01/08/2023 00:42:00,SVDT1,26.9,97.1,0,3176.4,0,97,1.9,4.1,2,0,0
01/08/2023 00:43:00,SVDT1,26.9,97.1,0,3176.4,0,105,1.3,2,2,0,0
01/08/2023 00:44:00,SVDT1,26.9,97.1,0,3176.4,0,78,1.8,3.8,2,0,0
01/08/2023 00:45:00,SVDT1,26.9,97.1,0,3176.4,0,107,1.8,4.1,2,0,0
01/08/2023 00:46:00,SVDT1,26.9,97.1,0,3176.4,0,96,1.9,6.1,2,0,0
01/08/2023 00:47:00,SVDT1,26.9,97.1,0,3176.4,0,100,1.3,7.3,2,0,0
01/08/2023 00:48:00,SVDT1,26.9,97.2,0,3176.4,0,89,1.5,8.6,2,0,0
01/08/2023 00:49:00,SVDT1,26.9,97.2,0,3176.4,0,102,1.2,1.9,2,0,0
01/08/2023 00:50:00,SVDT1,26.9,97.2,0,3176.4,0,99,1.3,2.1,2,0,0
01/08/2023 00:51:00,SVDT1,26.9,97.2,0,3176.4,0,95,1.3,3.5,2,0,0
01/08/2023 00:52:00,SVDT1,26.9,97.2,0,3176.4,0,87,1.1,1.5,2,0,0
01/08/2023 00:53:00,SVDT1,26.9,97.2,0,3176.4,0,91,2.1,4.5,2,0,0
01/08/2023 00:54:00,SVDT1,26.9,97.2,0,3176.4,0,59,1.7,5.5,2,0,0
01/08/2023 00:55:00,SVDT1,26.9,97.2,0,3176.4,0,102,1.5,8.3,2,0,0
01/08/2023 00:56:00,SVDT1,26.9,97.2,0,3176.4,0,92,1.2,1.8,2,0,0
01/08/2023 00:57:00,SVDT1,26.9,97.2,0,3176.4,0,99,1.3,3.1,2,0,0
01/08/2023 00:58:00,SVDT1,26.9,97.2,0,3176.4,0,79,1.3,3.1,2,0,0
01/08/2023 00:59:00,SVDT1,26.9,97.2,0,3176.4,0,128,1.9,3.8,2,0,0
01/08/2023 01:00:00,SVDT1,26.9,97.2,0,3176.4,0,71,2,4.4,2,0,0
01/08/2023 01:01:00,SVDT1,26.9,97.1,0,3176.4,0,93,1.6,5.5,2,0,0
01/08/2023 01:02:00,SVDT1,26.9,97.1,0,3176.4,0,71,1.4,4.3,2,0,0
01/08/2023 01:03:00,SVDT1,26.9,97.1,0,3176.4,0,87,1.6,2.7,2,0,0
01/08/2023 01:04:00,SVDT1,26.9,97.1,0,3176.4,0,81,2.4,6.8,2,0,0
01/08/2023 01:05:00,SVDT1,26.9,97.0,0,3176.4,0,200,1.8,4.4,2,0,0
01/08/2023 01:06:00,SVDT1,26.9,97.0,0,3176.4,0,186,1.3,2.1,2,0,0
01/08/2023 01:07:00,SVDT1,26.9,97.0,0,3176.4,0,116,0.8,0.9,2,0,0
01/08/2023 01:08:00,SVDT1,26.9,97.0,0,3176.4,0,115,1.6,3.9,2,0,0
01/08/2023 01:09:00,SVDT1,26.9,97.0,0,3176.4,0,58,1.6,6.3,2,0,0
01/08/2023 01:10:00,SVDT1,26.9,96.9,0,3176.4,0,45,2.1,6.1,2,0,0
01/08/2023 01:11:00,SVDT1,26.9,96.9,0,3176.4,0,134,1.2,1.9,2,0,0
01/08/2023 01:12:00,SVDT1,26.9,96.9,0,3176.4,0,119,2.4,5.1,2,0,0
01/08/2023 01:13:00,SVDT1,26.9,96.9,0,3176.4,0,101,1.9,3.4,2,0,0
01/08/2023 01:14:00,SVDT1,26.9,96.9,0,3176.4,0,80,1.2,1.8,2,0,0
01/08/2023 01:15:00,SVDT1,26.9,96.9,0,3176.4,0,113,1.5,3.6,2,0,0
01/08/2023 01:16:00,SVDT1,26.9,96.9,0,3176.4,0,135,1.4,2.9,2,0,0
01/08/2023 01:17:00,SVDT1,26.9,96.9,0,3176.4,0,132,1.8,2.6,2,0,0
01/08/2023 01:18:00,SVDT1,26.9,96.9,0,3176.4,0,83,1.4,3.4,2,0,0
01/08/2023 01:19:00,SVDT1,26.9,96.8,0,3176.4,0,106,1.6,4.2,2,0,0
01/08/2023 01:20:00,SVDT1,26.9,96.9,0,3176.4,0,101,2.2,5.1,2,0,0
01/08/2023 01:21:00,SVDT1,26.9,96.9,0,3176.4,0,92,1.2,3.4,2,0,0
01/08/2023 01:22:00,SVDT1,26.9,96.9,0,3176.4,0,96,1.4,6.5,2,0,0
01/08/2023 01:23:00,SVDT1,26.9,96.8,0,3176.4,0,71,1.4,2,2,0,0
01/08/2023 01:24:00,SVDT1,26.9,96.8,0,3176.4,0,75,1.2,4.8,2,0,0
01/08/2023 01:25:00,SVDT1,26.9,96.8,0,3176.4,0,114,1.2,4.6,2,0,0
01/08/2023 01:26:00,SVDT1,26.9,96.8,0,3176.4,0,173,1.3,2.1,2,0,0
01/08/2023 01:27:00,SVDT1,26.9,96.8,0,3176.4,0,99,2.1,5.1,2,0,0
01/08/2023 01:28:00,SVDT1,26.9,96.8,0,3176.4,0,94,1.2,2,2,0,0
01/08/2023 01:29:00,SVDT1,26.9,96.8,0,3176.4,0,93,1.3,3.9,2,0,0
01/08/2023 01:30:00,SVDT1,26.9,96.7,0,3176.4,0,101,1.4,1.7,2,0,0
01/08/2023 01:31:00,SVDT1,26.9,96.7,0,3176.4,0,116,1.3,5.6,2,0,0
01/08/2023 01:32:00,SVDT1,26.9,96.7,0,3176.4,0,54,1.1,2.1,2,0,0
01/08/2023 01:33:00,SVDT1,26.9,96.8,0,3176.4,0,178,1.3,4.2,2,0,0
01/08/2023 01:34:00,SVDT1,26.9,96.8,0,3176.4,0,110,1.2,1.7,2,0,0
01/08/2023 01:35:00,SVDT1,26.9,96.8,0,3176.4,0,143,1.7,6.4,2,0,0
01/08/2023 01:36:00,SVDT1,26.8,96.8,0,3176.4,0,89,1.2,3.3,2,0,0
01/08/2023 01:37:00,SVDT1,26.8,96.8,0,3176.4,0,86,1.4,2.3,2,0,0
01/08/2023 01:38:00,SVDT1,26.8,96.8,0,3176.4,0,198,1.5,2.1,2,0,0
01/08/2023 01:39:00,SVDT1,26.8,96.8,0,3176.4,0,153,2.1,4.9,2,0,0
01/08/2023 01:40:00,SVDT1,26.8,96.8,0,3176.4,0,116,1.5,2.7,2,0,0
01/08/2023 01:41:00,SVDT1,26.8,96.8,0,3176.4,0,197,1.4,2.5,2,0,0
01/08/2023 01:42:00,SVDT1,26.8,96.9,0,3176.4,0,123,1.3,3.5,2,0,0
01/08/2023 01:43:00,SVDT1,26.8,96.9,0,3176.4,0,157,1.8,5,2,0,0
01/08/2023 01:44:00,SVDT1,26.7,96.9,0,3176.4,0,104,1.4,4.6,2,0,0
01/08/2023 01:45:00,SVDT1,26.7,97.0,0,3176.4,0,80,1.7,7,2,0,0
01/08/2023 01:46:00,SVDT1,26.7,97.0,0,3176.4,0,167,1.6,3,2,0,0
01/08/2023 01:47:00,SVDT1,26.7,97.0,0,3176.4,0,69,1.9,3.3,2,0,0
01/08/2023 01:48:00,SVDT1,26.7,97.0,0,3176.4,0,89,1.5,5.2,2,0,0
01/08/2023 01:49:00,SVDT1,26.7,97.1,0,3176.4,0,138,1.5,3.9,2,0,0
01/08/2023 01:50:00,SVDT1,26.7,97.1,0,3176.4,0,167,2,8.7,2,0,0
01/08/2023 01:51:00,SVDT1,26.6,97.1,0,3176.4,0,102,1.3,2.8,2,0,0
01/08/2023 01:52:00,SVDT1,26.6,97.2,0,3176.4,0,109,1.1,1.6,2,0,0
01/08/2023 01:53:00,SVDT1,26.6,97.2,0,3176.4,0,120,1.5,3.2,2,0,0
01/08/2023 01:54:00,SVDT1,26.6,97.2,0,3176.4,0,118,1.3,3.3,2,0,0
01/08/2023 01:55:00,SVDT1,26.6,97.2,0,3176.4,0,258,2.1,6.1,2,0,0
01/08/2023 01:56:00,SVDT1,26.6,97.2,0,3176.4,0,134,1.9,2.5,2,0,0
01/08/2023 01:57:00,SVDT1,26.6,97.2,0,3176.4,0,89,1.5,3.8,2,0,0
01/08/2023 01:58:00,SVDT1,26.6,97.2,0,3176.4,0,100,1.8,4.1,2,0,0
01/08/2023 01:59:00,SVDT1,26.6,97.3,0,3176.4,0,76,1.3,2.5,2,0,0
01/08/2023 02:00:00,SVDT1,26.6,97.3,0,3176.4,0,180,1.5,1.9,2,0,0
01/08/2023 02:01:00,SVDT1,26.6,97.3,0,3176.4,0,250,1.4,4.3,2,0,0
01/08/2023 02:02:00,SVDT1,26.6,97.3,0,3176.4,0,259,1.9,9.9,2,0,0
01/08/2023 02:03:00,SVDT1,26.6,97.3,0,3176.4,0,118,1.7,4.1,2,0,0
01/08/2023 02:04:00,SVDT1,26.6,97.3,0,3176.4,0,104,1.7,5.3,2,0,0
01/08/2023 02:05:00,SVDT1,26.6,97.3,0,3176.4,0,97,1.7,4.5,2,0,0
01/08/2023 02:06:00,SVDT1,26.6,97.3,0,3176.4,0,133,1.6,8.5,2,0,0
01/08/2023 02:07:00,SVDT1,26.6,97.4,0,3176.4,0,177,1.4,5.6,2,0,0
01/08/2023 02:08:00,SVDT1,26.5,97.3,0,3176.4,0,165,1.4,6.2,2,0,0
01/08/2023 02:09:00,SVDT1,26.5,97.3,0,3176.4,0,110,1.4,4.8,2,0,0
01/08/2023 02:10:00,SVDT1,26.5,97.4,0,3176.4,0,80,1.6,2.6,2,0,0
01/08/2023 02:11:00,SVDT1,26.5,97.4,0,3176.4,0,99,1.5,8.5,2,0,0
01/08/2023 02:12:00,SVDT1,26.5,97.4,0,3176.4,0,116,1.9,9.3,2,0,0
01/08/2023 02:13:00,SVDT1,26.5,97.4,0,3176.4,0,102,1.1,1.5,2,0,0
01/08/2023 02:14:00,SVDT1,26.5,97.4,0,3176.4,0,119,1.5,2.5,2,0,0
01/08/2023 02:15:00,SVDT1,26.5,97.4,0,3176.4,0,220,1.2,1.9,2,0,0
01/08/2023 02:16:00,SVDT1,26.5,97.4,0,3176.4,0,85,1.2,1.8,2,0,0
01/08/2023 02:17:00,SVDT1,26.5,97.4,0,3176.4,0,110,1.5,3.2,2,0,0
01/08/2023 02:18:00,SVDT1,26.5,97.4,0,3176.4,0,104,1.5,3.7,2,0,0
01/08/2023 02:19:00,SVDT1,26.5,97.4,0,3176.4,0,171,1.3,1.6,2,0,0
01/08/2023 02:20:00,SVDT1,26.5,97.4,0,3176.4,0,226,2.4,8.5,2,0,0
01/08/2023 02:21:00,SVDT1,26.5,97.4,0,3176.4,0,129,1.7,3.8,2,0,0
01/08/2023 02:22:00,SVDT1,26.5,97.5,0,3176.4,0,137,1.4,2.8,2,0,0
01/08/2023 02:23:00,SVDT1,26.5,97.5,0,3176.4,0,91,1.8,3,2,0,0
01/08/2023 02:24:00,SVDT1,26.5,97.5,0,3176.4,0,163,1.7,7.6,2,0,0
01/08/2023 02:25:00,SVDT1,26.5,97.5,0,3176.4,0,231,1.2,3,2,0,0
01/08/2023 02:26:00,SVDT1,26.5,97.5,0,3176.4,0,109,1,1.5,2,0,0
01/08/2023 02:27:00,SVDT1,26.5,97.5,0,3176.4,0,144,1.4,2.9,2,0,0
01/08/2023 02:28:00,SVDT1,26.5,97.5,0,3176.4,0,206,1.4,2.9,2,0,0
01/08/2023 02:29:00,SVDT1,26.5,97.5,0,3176.4,0,104,1.8,3.4,2,0,0
01/08/2023 02:30:00,SVDT1,26.4,97.5,0,3176.4,0,111,1.8,6.8,2,0,0
01/08/2023 02:31:00,SVDT1,26.4,97.6,0,3176.4,0,99,1.6,3,2,0,0
01/08/2023 02:32:00,SVDT1,26.4,97.6,0,3176.4,0,117,1.4,3.9,2,0,0
01/08/2023 02:33:00,SVDT1,26.4,97.6,0,3176.4,0,108,1.2,2.7,2,0,0
01/08/2023 02:34:00,SVDT1,26.4,97.6,0,3176.4,0,108,1.1,1.6,2,0,0
01/08/2023 02:35:00,SVDT1,26.4,97.6,0,3176.4,0,64,2,3.2,2,0,0
01/08/2023 02:36:00,SVDT1,26.4,97.6,0,3176.4,0,101,1.5,5.6,2,0,0
01/08/2023 02:37:00,SVDT1,26.4,97.6,0,3176.4,0,97,1.8,4.1,2,0,0
01/08/2023 02:38:00,SVDT1,26.4,97.6,0,3176.4,0,127,1.6,2.9,2,0,0
01/08/2023 02:39:00,SVDT1,26.4,97.6,0,3176.4,0,99,1.9,3.2,2,0,0
01/08/2023 02:40:00,SVDT1,26.4,97.6,0,3176.4,0,175,1.6,3.1,2,0,0
01/08/2023 02:41:00,SVDT1,26.4,97.7,0,3176.4,0,82,1.4,2.1,2,0,0
01/08/2023 02:42:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:43:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:44:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:45:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:46:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:47:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:48:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:49:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:50:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:51:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:52:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:53:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:54:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:55:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:56:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:57:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:58:00,SVDT1,26.5,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 02:59:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:00:00,SVDT1,26.4,97.7,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:01:00,SVDT1,26.5,97.8,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:02:00,SVDT1,26.5,97.8,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:03:00,SVDT1,26.5,97.8,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:04:00,SVDT1,26.4,97.8,0,3176.4,0,---,---,---,---,---,---
01/08/2023 03:05:00,SVDT1,26.4,97.8,0,3176.4,0,101,1.3,3.2,2,0,0
01/08/2023 03:06:00,SVDT1,26.5,97.8,0,3176.4,0,106,1.6,3.3,2,0,0
01/08/2023 03:07:00,SVDT1,26.5,97.8,0,3176.4,0,81,1.8,3.7,2,0,0
01/08/2023 03:08:00,SVDT1,26.5,97.8,0,3176.4,0,82,2,8,2,0,0
01/08/2023 03:09:00,SVDT1,26.5,97.8,0,3176.4,0,148,1.6,2.7,2,0,0
01/08/2023 03:10:00,SVDT1,26.5,97.8,0,3176.4,0,106,1.6,2.9,2,0,0
01/08/2023 03:11:00,SVDT1,26.5,97.8,0,3176.4,0,103,1.4,4.9,2,0,0
01/08/2023 03:12:00,SVDT1,26.5,97.8,0,3176.4,0,102,1.8,5.4,2,0,0
01/08/2023 03:13:00,SVDT1,26.5,97.8,0,3176.4,0,98,2.1,9,2,0,0
01/08/2023 03:14:00,SVDT1,26.5,97.8,0,3176.4,0,76,2.1,4.8,2,0,0
01/08/2023 03:15:00,SVDT1,26.4,97.8,0,3176.4,0,93,1.3,2.8,2,0,0
01/08/2023 03:16:00,SVDT1,26.5,97.8,0,3176.4,0,88,1.5,2.9,2,0,0
01/08/2023 03:17:00,SVDT1,26.4,97.8,0,3176.4,0,96,1.2,1.6,2,0,0
01/08/2023 03:18:00,SVDT1,26.5,97.8,0,3176.4,0,98,2.1,4.2,2,0,0
01/08/2023 03:19:00,SVDT1,26.5,97.8,0,3176.4,0,99,1.6,2.1,2,0,0
01/08/2023 03:20:00,SVDT1,26.4,97.8,0,3176.4,0,94,1.5,2,2,0,0
01/08/2023 03:21:00,SVDT1,26.4,97.9,0,3176.4,0,106,1.6,3.3,2,0,0
01/08/2023 03:22:00,SVDT1,26.4,97.9,0,3176.4,0,89,2.1,9.2,2,0,0
01/08/2023 03:23:00,SVDT1,26.4,97.9,0,3176.4,0,99,1.2,1.7,2,0,0
01/08/2023 03:24:00,SVDT1,26.4,97.9,0,3176.4,0,102,1.7,4.4,2,0,0
01/08/2023 03:25:00,SVDT1,26.4,97.9,0,3176.4,0,101,1.3,2.2,2,0,0
01/08/2023 03:26:00,SVDT1,26.4,97.9,0,3176.4,0,109,1.9,5.2,2,0,0
01/08/2023 03:27:00,SVDT1,26.4,98.0,0,3176.4,0,82,1.7,2.7,2,0,0
01/08/2023 03:28:00,SVDT1,26.4,98.0,0,3176.4,0,108,1.5,2.2,2,0,0
01/08/2023 03:29:00,SVDT1,26.4,98.0,0,3176.4,0,108,1.4,3.4,2,0,0
01/08/2023 03:30:00,SVDT1,26.4,98.0,0,3176.4,0,98,1.8,3.4,2,0,0
01/08/2023 03:31:00,SVDT1,26.4,98.0,0,3176.4,0,72,1.4,10,2,0,0
01/08/2023 03:32:00,SVDT1,26.4,98.0,0,3176.4,0,100,1.3,2.2,2,0,0
01/08/2023 03:33:00,SVDT1,26.4,98.0,0,3176.4,0,102,1.4,2.5,2,0,0
01/08/2023 03:34:00,SVDT1,26.4,97.9,0,3176.4,0,110,1.5,3.7,2,0,0
01/08/2023 03:35:00,SVDT1,26.4,97.9,0,3176.4,0,92,1.8,5.8,2,0,0
01/08/2023 03:36:00,SVDT1,26.4,97.9,0,3176.4,0,104,1.8,7.1,2,0,0
01/08/2023 03:37:00,SVDT1,26.4,97.9,0,3176.4,0,104,1.2,4.7,2,0,0
01/08/2023 03:38:00,SVDT1,26.4,97.9,0,3176.4,0,102,1.3,2.6,2,0,0
01/08/2023 03:39:00,SVDT1,26.4,97.9,0,3176.4,0,105,1.6,2.2,2,0,0
01/08/2023 03:40:00,SVDT1,26.4,98.0,0,3176.4,0,112,1.7,4.2,2,0,0
01/08/2023 03:41:00,SVDT1,26.4,97.9,0,3176.4,0,111,1.8,4.9,2,0,0
01/08/2023 03:42:00,SVDT1,26.4,98.0,0,3176.4,0,108,1.6,6,2,0,0
01/08/2023 03:43:00,SVDT1,26.4,98.0,0,3176.4,0,99,2.1,12.7,2,0,0
01/08/2023 03:44:00,SVDT1,26.4,98.0,0,3176.4,0,118,2.1,3.5,2,0,0
01/08/2023 03:45:00,SVDT1,26.4,98.0,0,3176.4,0,104,1.6,2.8,2,0,0
01/08/2023 03:46:00,SVDT1,26.4,98.0,0,3176.4,0,109,2.2,6.8,2,0,0
01/08/2023 03:47:00,SVDT1,26.4,98.0,0,3176.4,0,115,2,5.2,2,0,0
01/08/2023 03:48:00,SVDT1,26.4,98.0,0,3176.4,0,108,1.4,2.2,2,0,0
01/08/2023 03:49:00,SVDT1,26.4,98.0,0,3176.4,0,117,1.5,2.3,2,0,0
01/08/2023 03:50:00,SVDT1,26.4,98.0,0,3176.4,0,106,1.8,5.5,2,0,0
01/08/2023 03:51:00,SVDT1,26.4,98.0,0,3176.4,0,104,2.4,9.5,2,0,0
01/08/2023 03:52:00,SVDT1,26.4,98.1,0,3176.4,0,105,1.7,3.5,2,0,0
01/08/2023 03:53:00,SVDT1,26.4,98.1,0,3176.4,0,104,1.4,2.3,2,0,0
01/08/2023 03:54:00,SVDT1,26.4,98.1,0,3176.4,0,99,1.3,2,2,0,0
01/08/2023 03:55:00,SVDT1,26.4,98.1,0,3176.4,0,114,1.8,2.9,2,0,0
01/08/2023 03:56:00,SVDT1,26.4,98.1,0,3176.4,0,100,2.3,4.7,2,0,0
01/08/2023 03:57:00,SVDT1,26.4,98.1,0,3176.4,0,82,2.4,8.4,2,0,0
01/08/2023 03:58:00,SVDT1,26.4,98.1,0,3176.4,0,108,1.4,2.9,2,0,0
01/08/2023 03:59:00,SVDT1,26.4,98.1,0,3176.4,0,90,1.5,4.1,2,0,0
01/08/2023 04:00:00,SVDT1,26.4,98.1,0,3176.4,0,105,2,3.9,2,0,0
01/08/2023 04:01:00,SVDT1,26.4,98.1,0,3176.4,0,110,1.8,4.4,2,0,0
01/08/2023 04:02:00,SVDT1,26.4,98.1,0,3176.4,0,95,2.1,4.7,2,0,0
01/08/2023 04:03:00,SVDT1,26.4,98.1,0,3176.4,0,91,2.2,7.2,2,0,0
01/08/2023 04:04:00,SVDT1,26.4,98.1,0,3176.4,0,100,1.8,3.7,2,0,0
01/08/2023 04:05:00,SVDT1,26.4,98.1,0,3176.4,0,106,1.4,2.6,2,0,0
01/08/2023 04:06:00,SVDT1,26.4,98.1,0,3176.4,0,89,2,3,2,0,0
01/08/2023 04:07:00,SVDT1,26.4,98.1,0,3176.4,0,107,2.1,7.5,2,0,0
01/08/2023 04:08:00,SVDT1,26.4,98.2,0,3176.4,0,99,1.7,7.7,2,0,0
01/08/2023 04:09:00,SVDT1,26.4,98.2,0,3176.4,0,93,1.8,5.5,2,0,0
01/08/2023 04:10:00,SVDT1,26.4,98.2,0,3176.4,0,94,1.6,3.5,2,0,0
01/08/2023 04:11:00,SVDT1,26.4,98.2,0,3176.4,0,107,1.6,3.9,2,0,0
01/08/2023 04:12:00,SVDT1,26.4,98.2,0,3176.4,0,112,2.3,14.5,2,0,0
01/08/2023 04:13:00,SVDT1,26.4,98.2,0,3176.4,0,107,2.2,4.1,2,0,0
01/08/2023 04:14:00,SVDT1,26.4,98.2,0,3176.4,0,103,2,12.4,2,0,0
01/08/2023 04:15:00,SVDT1,26.4,98.2,0,3176.4,0,117,1.4,6,2,0,0
01/08/2023 04:16:00,SVDT1,26.4,98.2,0,3176.4,0,105,2.3,7.2,2,0,0
01/08/2023 04:17:00,SVDT1,26.3,98.2,0,3176.4,0,101,2,6.3,2,0,0
01/08/2023 04:18:00,SVDT1,26.3,98.2,0,3176.4,0,110,2.7,10.9,2,0,0
01/08/2023 04:19:00,SVDT1,26.3,98.2,0,3176.4,0,101,1.8,6.1,2,0,0
01/08/2023 04:20:00,SVDT1,26.3,98.2,0,3176.4,0,110,1.8,3.5,2,0,0
01/08/2023 04:21:00,SVDT1,26.4,98.2,0,3176.4,0,104,1.6,2.5,2,0,0
01/08/2023 04:22:00,SVDT1,26.4,98.2,0,3176.4,0,75,3,10.4,2,0,0
01/08/2023 04:23:00,SVDT1,26.4,98.2,0,3176.4,0,102,2.5,4.9,2,0,0
01/08/2023 04:24:00,SVDT1,26.3,98.2,0,3176.4,0,113,2.5,5.6,2,0,0
01/08/2023 04:25:00,SVDT1,26.3,98.2,0,3176.4,0,99,1.3,2.1,2,0,0
01/08/2023 04:26:00,SVDT1,26.3,98.2,0,3176.4,0,108,2.1,5.1,2,0,0
01/08/2023 04:27:00,SVDT1,26.4,98.2,0,3176.4,0,110,1.9,4.4,2,0,0
01/08/2023 04:28:00,SVDT1,26.4,98.2,0,3176.4,0,110,1.4,2.9,2,0,0
